,pca1,pca2,pca3
0,1.9775457867580968,1.7863350688706936,0.1677381458557283
1,-0.23566299883998074,0.382946329412682,0.6293907198628532
2,-0.6921652523930145,0.1400233015147435,-0.18703346342007923
3,0.05736892743198648,2.235602787192139,-0.11209935571195724
4,1.3394978153700836,0.6173086063492399,1.2585308034887013
5,-1.477204539629901,0.9898132288024216,0.16062631107307282
6,4.919519520216909,-0.6893414508077019,-0.15412448309110957
7,-1.040267646152279,-3.2025620702399924,1.3964352585953717
8,1.091112017580035,1.227401053500903,0.3222085402372942
9,-3.3539911553889357,0.9239042764648249,0.70532031403707
10,1.0111670228590952,-1.7348665090748245,-0.24620540867245896
11,0.4194715497908037,0.09178789713352396,0.5106546092107511
12,-3.5909316595041165,-1.9555393821356402,0.32865155782207106
13,3.0336484081902193,2.2634978450289465,-0.01636164455786972
14,-0.45199028048400586,0.43977351167520884,-1.3273343199799579
15,-1.0723857080139194,0.755357561956589,-1.1427431339560643
16,0.09161585140261502,1.1984696596615012,-0.4009101235232449
17,-1.2597071041260801,-0.6474817116347074,-0.20691226631495277
18,-0.3768884411304844,-0.5364882029485106,1.503629507793018
19,1.8129687737524938,1.3543912797837325,-0.9359157015257821
20,-2.346012672676118,0.8978010975165404,0.29338656788483625
21,2.1975997333261925,0.21137318370102795,0.9621594161067409
22,0.1897045070722008,-0.8352506915014993,1.3812481560245866
23,0.781723371339927,-1.1157786363034086,-0.9146748577482083
24,-0.36556773744608306,0.9415778244212021,0.8583143837039031
25,2.1794819000641046,-1.3171074459157421,0.6292037104934642
26,2.0353689103393506,0.2509712492386052,-0.006422988634190346
27,-3.1614081860938734,-0.20189101776057025,-0.6903797568898573
28,-0.10141710671551349,-0.7137013950673575,-1.570762968229307
29,2.1360916564970287,-0.8019307752566994,-0.1953277940382184
30,-2.4231765274372563,-2.0128733586189425,-0.9763105353761847
31,-1.2774081699631459,-0.1674152902697153,-0.3700425586365118
32,2.01537017646249,-1.705181118188767,0.7647070403343099
33,0.43727329283920896,2.5126467665580408,-2.443630294279996
34,4.896018750311504,-1.1380990641551536,-0.08393368652111695
35,-0.6398992574642071,-0.9254956066327826,-0.46706853171881135
36,2.2841126522256285,-1.8912788519771366,0.3933135799967213
37,0.9898986504317051,3.277941543792033,-0.32816182980446984
38,1.424032647490428,-1.4106843660444972,0.9849813635970245
39,0.6939602923718106,-1.611744686329908,-2.185179451011184
40,0.7987700096075823,-0.5921252362918367,0.4396127910441545
41,-1.5007053095353067,0.5410556154549699,0.23081710764306543
42,0.17417102060427767,-2.8140614607764958,0.10544616506613412
43,-1.028530175042855,0.28405100811148254,0.9209455477979744
44,0.9903051165069005,-0.21889304443987082,0.20458423950567298
45,-1.4721127003814432,0.47609820050392315,-0.9726569323404696
46,0.97041564284523,0.7450412395666236,-0.6901380615960023
47,0.6715354905259566,-0.07176231875745183,-0.7846586610602786
48,-0.8689530492846067,0.6844506884014713,-0.08122123346356637
49,-0.7999097570239048,1.153250672590209,0.8868435142718635
50,-1.1611978710927406,-1.637406402486298,0.8449723557067278
51,-2.2264923341002776,-0.6718487013483208,-1.1536018901532827
52,0.5780261447399722,0.9497064808911106,0.269277345561092
53,-0.24287639921167403,0.41437955425942385,-0.23564048135448937
54,-0.31832673506436365,-0.5763757215210846,0.4448401229679448
55,0.8159702953105554,-2.152911763834047,-1.203485625559496
56,1.502311211348681,-0.9651870620796345,-0.17271548838116899
57,2.4604670753157714,0.04343972064911593,0.6392466147693422
58,1.225723743612112,0.6695235555390386,0.38107866164247406
59,2.4368691192460474,0.09701290839669395,-0.09935192702409908
60,2.246696304736021,0.1625999581791062,-0.1555185774344305
61,-0.5127654996744652,0.5426383638914967,0.972244492270824
62,1.8358550550636046,0.8230304196955645,-0.19718024343646287
63,1.5231650943282984,2.0256938444245116,1.349628407203681
64,0.37052417757128114,1.0768094792771288,-0.4197508291297451
65,-0.13700456661633534,0.3292699951827747,-0.3668080899971339
